video_id,transcript
IbqK2Icx0ec,
36heqiI-zCw,
c5ZsSm45JV8,
788uH-rZaeY,
k3K4U37W1uE,
DurttJ_IDaQ,"sonido final toma 9 ó 19 acústico funda
por qué quieres
o sea en baby es perfecto
y luego entró no es algo casual para mí
es un poco ilógico en mi vida un acto
histórico que me ha llevado a mí a
viajar eres mi amor platónico no está
aquí por un precio módico
definitivamente tus labios tengan algo
magnético debo tomarme algo energético
no quiero que se caiga es el momento
mágico
por eso me pongo romántico fundada
son nada son nada son nada son nada son
son nada
sus funerales
porque yo mirándote a la cara me doy
cuenta que me muero por tocarte como yo
tesón y en cada noche que me desvelaba a
mami sin tu calor pero no tires mis
sueños en el suelo y aunque casi muero
te encontré y te encontré
y te besaré hasta sentirme tuyo e
inventar
para rossi que abrazaré y sentir al
picador haremos sexo con ropa reducir
entre tú y yo bailemos tú y yo
es una
es una sonada sonar sola sonar sus
sonadas
y un día
tu encuentro no es algo casual para mí
es un poco ilógico he vivido un acto
histórico tú me has llevado a mí a
viajar en este amor platónico viaje
hasta aquí por un precio módico
definitivamente tus labios tienen algo
magnético debo tomarme algo energético
no quiero que se caiga este momento
mágico
por eso me pongo romántico es una
son dar a fundar sus una sonada sonar a
sonar se ve
hasta sentirme tuyo y ellos me inventaré
uno para los que abrazar y sentirás mi
calor
haremos sexo tu lugar
esto será entre tú y yo
21
es una fundación sonada solar solar son
nada solo
[Música]
es una nación fundada a su lado
son a soñar con sus nada
yo"
J3T-Jz1_ylo,
K9AD7c90ZHo,
C73STCqDTPI,
jizZdwcSWms,
EbaIlVPNWk4,
Hp__tcvnEnk,
T_cq0Wos9d8,
6SHIrbtXY1U,
xxZmTqRYKqY,
MlmbFnoYMQs,
DV0k56HH0LE,
YRM3soX50Lo,
p6_yiMLq-CI,
Vnr01H8KA88,
zkWHMFsgmls,
HgfNf1GfUks,
bGnnPAYJfuo,
ENUszRPaaeQ,
oStabmIVmdY,
4M88yL8ACfM,
ggbIMQCd640,
dTbONq0zxRA,
4eRzizdSvZ0,
-XcBKmAmUtU,
jU36NsnAk48,
NZbt1PTma58,
X23y4wEmSEI,
3kCoEiU59Ic,
ZybkSu_z7M0,"[Música]
hoy es 28 de enero y el 26 siendo algo
épico
en comisiones estudiamos la reversión
hay un prólogo a bueno yo ni the voice
of fate y estamos trabajando en
canción
[Música]
me alegra mucho verlos dentro de mucho
tiempo"
ih3HUSXTfwg,
joaNg0xbTn4,
peV4NO1_0Pg,
arTsljyx2kY,
JAu2B-ZUFl4,
4tydK6wxYss,
IJfae5P6a9s,
YNBouatgiPc,
p01SZYgGFNs,
qhwwB3i7O_0,"ah
hola
a
y
cómo
si es todo muy chistoso muy chistoso
porque no sabía nada de nada como grabar
te gustan morenas o la quitas
blanquita y morenas y qué tipo de
películas son sus favoritas los de
terror tardías con un afán un día
completo total uno dos tres cuatro o
cinco días y después de boyle cantar con
brasil alguien pensado pensado no pero
desde o si escucha biblia está en tu
primer día como rey absoluto del mundo
que harías malva de atraer mucho
chocolate para comer parece mayor miedo
a que la soledad como se construye las
relaciones transferir y jay pan y por
qué se hicieron trans cercanos que le
aporta fe a la carrera de balbín kiwis
que le aportaba la carrera de fe nos
conocemos desde mucho tiempo por cosas
del estudio
nos volvemos de amigos por nuestros
amigos en común por cosas de trabajo
después como que se hizo una apatía se
volvieron muy parceros y él me ha
aportado muchísimo muchísimo a la
carrera experiencia historias y yo puedo
aportarle un poco de mi talento para su
carrera también
porque te puedes rústico si tuviera la
oportunidad de ayudar a jóvenes sin
recursos que les gusta el sant todo lo
artístico como nos ayudaría
yo les haría primero que nada que estos
esto más de un juego esto es en serio y
que hay que luchar que es una carrera
muy larga no es como se ven redes
sociales cómo se vive hay que hacer
música y que ser músico y acciones lo
primero que quiero hacer cuando tenga la
posibilidad de una fundación para el
reggaetón esto no existe y eso puede
salvar muchas vidas en colombia cinco
palabras que crees que usaría un amigo
cercano suyo para esto
a mí lo que sí es todo un payaso
solidario y abierto si vas con alguien
que visite colombia por primera vez a
donde los llevarías esto es obviamente
aquel lugar del mundo que no sería
viajar y algún concierto un lugar acción
y japón es el lugar que diego cuvi que
ricura abonar un show crees que con tu
música puedes cambiar la expectativa que
las demás personas tienen acerca de
marketing total de todo lo que quiero no
no solamente lo creo sino que de uno de
los dos únicos que tengo con él con mi
música y con lo que ciudad en el
reggaeton escuchas una red social
se lo haría
instagram para que la profesora
sebastián qué opinas sobre tus
seguidores en las redes sociales que son
muy fanáticos muy seguidores de mi
música conoce mucho de mí y creo que
estamos haciendo una muy buena labor con
ellos poco a poco están alcanzando la
fama el reconocimiento será que eso
cambiará tu forma de ser o seguirá
siendo agradecidamente nunca
aunque no ha sido nunca en un camino
seguro cómo te mantienes
a mi mamá
no cambies porque empezaste quién
consideras que son tus amigos en el
género que siempre saben cuándo
datos llevan el rol de yale valve
que nos vamos
tenemos una vistilla da mejoran desde
entonces ven y saluda al lugar
estaría con su familia eso yo creo que
es algo muy chévere que los fans no de
pronto lo ven a uno muy como un robot
como una máquina solamente de hacer
música y uno siempre tienes de la
familia de los roques es muy chévere
conama con quien te gustaría hacer un
film remix o con quien sueñas pararte en
una talla
común
la carrera es una influencia gigante
tanto como en imagen como en música como
en todo en el flow que tiene l como su
evento si no fueras artista a facebook
que serías compositor sería
definitivamente no
no me a nuestras protegidas down cuál es
el mensaje que tú como músico y artista
desea llevar por todo el mundo que la
música no decía nada la mente en que el
reggaetón en que el hip hop meinke salsa
en que toquen que es balada si no
quedamos que es algo que que hace mover
a la gente y que a la gente le gusta y
sí me gusta la gente lo compra
el fútbol quién crees que ganará el
siguiente clásico español entre
barcelona y real madrid se preguntan
obviamente el real pues de hincha del
real pero si gana el barcelona pues se
ve por los hinchas de barcelona que tan
romántico móvil muy romántico a qué
punto soy tan romántico que soy de los
que todavía regala flores y acs más con
pétalos y perlas y todo es ésta ya me
llega la la hoja cual es el ritual que
hace fue antes de empezar un consciente
primero habló con todas las personas que
están conmigo aunque ellos no se den
cuenta pero les hablo porque me pone muy
ansioso montar en la tarima después
pienso en mi familia porque yo siempre
dicen que oran cuando yo voy a cantar
después te pido a dios que sea alguien
que me dé transmitir toda la energía que
tengo como guardada en el momento
dársela al público y después me monto
con el pie derecho y empiezo cantando
para que yo muy amigo de nosotros
no es que yo sea muy chiquito sino que
lo es muy grande él es demasiado grande
de amical carreira de 100 de nosotros de
un amigo a portugal un artista
exageradamente bonitamente lo que está
trabajando al escuadra con nosotros el
día de hoy casualmente seguir
respondiendo porque antes que hacías
llamas rayo que significaba para ti no
tenía ningún significado en especial es
como un apodo que me puse una compañera
del colegio yo lo modifique porque en el
julio como que no tenía más imaginación
y hill y eso sale con un nombre que es
lo que más te gusta de una persona
físicamente lo que más me gusta de bueno
de una persona admiro mucho los ojos se
apresó nombró mujer y por dentro me
gusta la sinceridad de la gente
estuviste en portugal que fue lo que más
te gustó deporte toda la gente la gente
y hacer amigos allá cuando viene
especial para nuevos cuál es el mejor
recuerdo que tienes de team fans la
primera vez que voy a cantar reguetón yo
creo que eso es lo que más me acuerdo
pues yo tenía unos 11 años
y eso nunca debe olvidar lo que sentí
ese día todavía no lo hemos logrado
sentido otra vez porque fue como el día
que yo me enamoré de la música y dije
que quería de reggaeton
me muero no puedo respirar me pica la
boca me ahogo
siete victorias que marcará mi historia
la música yo creo que me daría un piano
porque el piano fue realmente lo que me
hizo entrar lo que me hizo aprender lo
que me hizo el saber que era cantar que
era hacer una pista que la tuve en la
persona
pero la más pobre o soy la más rica pero
la más fea que se pregunta de reina
reina
yo podía de la persona más pobre del
mundo porque si más pinta no consigue es
por lo que quiera entonces el problema
pues me iban a poner muertes
pero no mayoritarias en la biblia que
mejor era ser sabio
mi nombre es total si eres feliz muy
feliz todo el tiempo si no novedad
cuando duermo no desde super feliz pero
siempre estoy feliz que cambiarías de ti
más eres una persona muy creativa y con
una voz excelente la pregunta directa va
a si no grabar el reggaeton que otro
pero que vayas y que entregarían al
público a parte del evento cualquier
gente no yo considero que ya demos
reggaeton no porque sea una moda sino
porque dinero que quiera escuchar la
gente pero me siento como en cualquier
dinero que haga lo podemos hacer pues
como un poco con el acústico que hicimos
y nos toque hacer un vallenato lo voy a
hacer y me toca
o lo que sea cuál es otra de las metas
que quieres cumplir aparte de las
musicales pues también tengo muchas
metas como persona como tener una
familia tener hijos que mis padres
conozcan todo el mundo quedar con mi
hermana
ayudar a mi familia de nosotros mismo a
mi papá ya mi hermana sino a mi familia
en general el mejor consejo que te haga
que en esta industria que uno no sabe
quién te va a escuchar uno nunca sabe
quién te va escuchar hablar entonces lo
mejor es siempre tener una buena
disposición con todo el mundo que has
tenido que sacrificar por seguir esta
carrera mi familia
pues no había todos los amigos de todo
he tenido que sacrificar nos despedimos
con esta pareja después la respuesta la
respuesta de un hábito que usted me
ayuda a encontrarla porque más o menos
en el vídeo
tratamos de encontrarla pero no yo
necesito encontrarla a ella en la
respuesta a las preguntas no están tan
así pero bueno preguntas muy
interesantes de que habían muchas
preguntas pero no solamente teníamos que
escoger 40 entonces disfruten la que se
rían que pasen bueno que dios los
bendiga aunque encuentre una respuesta
conmigo van
aunque no"
uUYKdD1sdkA,
kF16h2wnpr4,"[Música]
[Aplausos]
se llenó el
[Música]
chuso todo e Muchísimas gracias por
venir a todas las personas que vinieron
a acompañarnos
de verdad que eso me llena de de
gratitud con ustedes y disfruten
disfruten este show que lo preparamos
exclusivamente para
[Música]
ustedes eso se llama no es
casualidad que yo sé que muchas la
conocen entonces Ayúdenme Ayúdenme a
cantar
[Música]
no me des explicaciones
más estamos grandes ya Y yo que solo
quiero momento
contigo de que te preocupas si estamos
solos bab e no es
casualidad que estemos en el mismo
lugar y dime má qué quieres hacer Si
quieres ver me tocándote la piel
haciéndote sentir
mujer dime má qué quieres hacer Si
quieres ver me tocándote la piel
haciéndote sentir muer y yo ya hacen lo
que nos gusta tú tienes eso que a la
mayoría asusta sé que cuando tomamos y
lo hacemos Tusa de las ganas que te
tengo no hay excusa me encanta su
movimiento de cadera como combina
posiciones y hace lo que sea sabemos que
la noche es pasajera aprovecha el
momento y vívet Elo a tu manera ye yeah
y quédate una noche
más que contigo Es que quiero
ver mañana al amanecer ye y dime más qué
quieres
si quieres ver me tocándote la piel
haciéndote sentir
mujer y dime qué quieres hacer Si
quieres ver me tocándote la piel
haciéndote sentir
mujer Dime lo que tú quieras y cuando tú
quieras a donde tú quieras
voy no sé si tú ya conoces tu cuerpo
como lo vas a hacer hoy y cuando tú
quieras a donde tú quieras voy
yeah la vida es corta mañana se acaba
hagámoslo hoy no me des explicaciones
más estamos grandes ya Y yo que solo
quiero un momento
contigo De qué te preocupas si estamos
solos
B es
casualidad que estemos en el mismo lugar
yeah y dime má qué quieres hacer Si
quieres ver me tocándote la piel
haciéndote sentir muer
y dime más qué quieres hacer Si quieres
ver me tocándote la piel haciéndote
sentir
mujer y di qué quieres hacer si quieres
ver me tocándote la piel haciéndote
sentir mujer
y Y di mamá qué quieres hacer Si quieres
ver me tocándote la piel haciéndote
sentir mujer
[Música]
[Aplausos]
[Música]
y muchas gracias
muchos besitos a mi familia que está acá
a mis amigos que están por ahí también
todos somos una familia toda la gente
que vino que está por allá levantando la
mano gracias gracias de verdad Esta
canción que sigue la hicimos con un
propósito en especial no estamos en una
discoteca pero aproveche el que vino con
con la que se está robando con la que le
está dando los besitos Dígale esa
canción yo le por Whatsapp ahorita que
se la cantar a usted eso se llamaa Si
ella
[Música]
supiera a ti Yo te he visto
antes
yeno yo sé que sabes
bastante Si ella supiera las cosas que
hacen le
quisiera yo tengo que encontrar la
manera para decirle que mi cama la
espera Cuando quiera y Si ella supiera
las cosas que hacen le
quisiera yo tengo que encontrar la
manera para decirle que mi cama la
espera Cuando quiera se nos acaba el
tiempo Y se repite la historia tú te
emborrachas pierde esta memoria me quito
con las ganas seguimos siendo los fines
de semana tú siempre me llama y me llama
es algo tímida pero conar botellas cree
que en la discoteca nadie la conoce si
hac la loca culpando los tragos que trae
se vuelve loca motivando al
r ustedes Si ella supiera las cosas que
hacen le
quisiera yo tengo que encontrar la
manera para decirle que mi cama la
espera Cuando quiera y Si ella
supiera las cosas que hacen
quiera yo tengo que encontrar la manera
para decirle que mi cama la espera
Cuando quiera siempre llego temprano
antecitos de las 12 Porque si llego
tarde es bien difícil que me te llevo
persiguiendo como 27 noches no me
conformo con cualquiera y más y más
todas las noches vas pidiendo más pero
tranquila no te va escapar no te
descuides tanto cuando estemos bailando
no
frenes a ti Yo te he visto
antes no yo s que sabes
bastante Si ella supiera las cosas que
alen le
quisiera yo tengo que encontrar la
manera para decirle que mi cama la
espera Cuando quiera y Si ella
supiera las cosas que hacen le
quisiera yo tengo que encontrar la
manera decirle que mi cama la espera
Cuando
[Música]
quiera y así como suena esto lo hicimos
para que baile la
nena Estamos
rompiendo dice dice dice
dice y así como suena esto lo hicimos
para que baile la
nena Estamos
rompiendo dice dice dice
dice
Cómo van Cómo van si están tomando no
están tomando todavía no no yo no veo
ninguno con cara de borracho por ahí
todavía bueno Vamos a cantar esta otra
canción que en esta d necesito mucha
ayuda de ustedes ustedes la
conocen la conocen muy bien Y para esta
Sí vamos a quitar la chaqueta porque qu
calor
[Música]
[Aplausos]
[Música]
vuelta
[Aplausos]
[Música]
vuelta
si saben Cuál es o todavía
noce
Dice una hermosa
mujer caminaba por la calle sola se veía
tan bien imponente como al lasas Se te
nota la cara amor y yo tengo la cura
para el dolor la y le dije que no se
escapará y sujétame fuerte y solo
báilame que las penas se olvidan
bailando
girl eso dice y solo
ba se olv
[Música]
bailando
no extrañas lo que no te hace falta y tú
tienes ese SW que me encanta no prometo
que siempre todo va a ser perfecto pero
nunca voy a alarme Y si el día está
caliente puedo ser aire que te sople de
frente y si la noche Es fría Yo puedo
ser aquel que pueda y solo
báilame que las penas se olvidan
bailando no escucho no
escucho
eso y
solo que las penas se olvidan bailando
[Música]
[Música]
Girl
[Música]
y solo
bail que las penas se olvidan bailando
[Música]
girl y solo
bailame que las penas se olvidan
bailando
y solo
[Música]
bame que las penas se olvidan
[Música]
bailando
Solo que las penas se olvidan
[Música]
bailando y solo
bailame
Uy vino mucha
gente qué bien de verdad que esto me
llena me llena de felicidad estoy muy
muy emocionado muchos me preguntaron
ahorita que estás muy nervioso yo no
nervioso estoy feliz de tener a toda
esta gente como
público Y qué bien Pues que lean de
tenerlos acá
todos
la canción que sigue
eh es una canción muy bonita que la
estrenamos hace poquito y nos dio un
susto la verdad porque está subiendo
mucho en reproducciones Yo creo que la
gente nos está apoyando demasiado y nos
tiene bien contentos eso po allá Rey
Paul eso se llama Si te
vas
[Música]
dice si te vas te vas Yo no iré detrás
créeme no voy a
buscarte y cuando quiera regresar Ojalá
no sea muy tarde si te vas te vas Yo no
iré detrás creme no voy a
buscarte
regresar Ojalá no sea muy tarde cuando
sea tarde más ya no será lo
mismo Solo seguiré al instinto y no
escucharé si alguien dice que te ha
visto demasiado
tristísima y que a pesar del tiempo
Todavía recuerdo tus besos y esperando
que llegue el
momento para que se haga tarde má y que
a pesar del
tiempo Todavía recuerdo tus besos y
esperando que llegue el momento para que
se haga tarde
más yeah Si te vas te vas Yo no iré
detrás créeme no voy a
buscarte y cuando quiera regresar Ojalá
no sea muy tarde si te vas te vas Yo no
iré detrás créeme no voy a
buscarte y cuando quier regresar Ojalá
no Y si te vas Si te vas seguro que no
iré detrás Te juro que algún día te
arrepentirás no vas a llorar no creo en
lágrimas entonces tú decide y si te vas
Si te vas teuro que no iré detrás te
guro que algún día te
arrepentirás no vas a llorar no crebo en
lágrimas entonces tú
decides vas te vas Yo no iré detrás
créeme no voy a
buscarte y cuando quieras regresar Ojalá
no sea muy tarde si te vas te vas Yo no
iré detrás créeme no voy a
buscarte y cuando quieras regresar Ojalá
no sea muy
tarde mamá y ojalá no sea muy
tarde
Ojalá no sea muy
tarde mamá Ojalá no sea muy
tarde no Ojalá no sea muy
tarde muchas muchas gracias de verdad
que
sí Bueno y por ahí por ahí hay otra
canción que está sonando la canción está
sonando y es una historia muy chévere
porque porque para mí es muy bacano
poder compartir estos triunfos que
estamos empezando a cosechar con el
equipo de trabajo que conozco desde hace
años entonces quiero agradecerle con
esta canción a Sky que está por ahí te
quiero mucho mi
rey y obviamente a este personaje que es
mosty mucho de lo que es fe ahora se lo
dejo a ellos dos yo creo que que el 90
por Y muchísimas gracias esta canción
quiero que se las oyen la disfruten Y
esto es
morena
[Música]
Dime para dónde vas morena Te tengo una
propuesta buena conmigo olvidarás tus
penas no importa si tú eres
ajena te gustas en está en tu cara sería
un placer que me
dejaras y habláramos de cosas malas no
podemos esconder las
ganas morena dale con tu técnica que yo
tengo tu táctica te invito a una noche y
será erótica en ese traje blanco estás
magnífica de la teoría vamos a la
práctica y si mañana tú quieres regresar
y bien tarde yo te puedo
llamar a nadie le tienes que contar
porque no empieza a arreglarte si
tú quieres regresar y bien tarde yo te
puedo llamar a nadie le tienes que
contar porque no empieza y dime para
dónde vas morena Te tengo una propuesta
buena conmigo olvidarás tus penas no
importa si tú eres ajena te gusta se
nota en tu cara sería un placer que me
dejaras y hablaramos de cosas malas
podemos esconderlas
canal si me dices para dónde vas Yo te
invito para dónde voy moren piza pero
que no pase de hoy Uh hay de malo en
conocerte hablarte un
rato y si mañana tú quieres regresar y
bien tarde yo te puedo llamar a nadie me
tienes que contar porque no empieza a
arreglarte Y si mañana tú quieres
regresar y entar de yo te puedo llamar a
nadie le tienes que contar porque no
empieza a
arreglarte morena Te tengo una propuesta
buena conmigo olvidarás tus penas no
importa si tú eres ajena te gusta se
nota en tu cara sería un placer que me
degara y hablaramos de cosas malas no
podemos esconderlas ganar
y si me di
papá así como suena
morena que yo te invito para dónde voy
voy Dime para dónde vas
morena Te tengo una propuesta buena
conmigo olvidarás tus penas no importa
si tú eres ajena te gusta Cota en tu
cara sería un placer que me dejaras y
hablaramos cosas malas no podemos
esconder ustedes ustedes Dime para dónde
vas Te tengo
una conmigo
olvidarás no importa si tú
eres Te
gustas ser un placer que
me y hablamos de cosas
malas y dimee vas mor
gracias gracias yo creo que en este
momento el aplauso es para
ustedes primero que nada gracias por
acompañarme
por el club de fans que está aquí en
esta mesa de adelante Gracias por estar
aquí
conmigo y eso es todo por hoy
qué más quieren Escuchar qué quieren
Escuchar otra
vez cantamos otra vez y te
vas Pero bueno Quiero ver pulmones
sangrando cantando Si te
vas
[Música]
Si te vas vas
créeme no voy a
buscarte y cuando quiera regresar o no
sea muy tarde si te vas te vas Yo no iré
detrás créeme no voy a
buscarte y cuando quiero
[Música]
regresar cuando sea tarde más ya no será
lo
mismo Solo seguiré al instinto y no
escucharé si alguien dice que te ha
visto
demasiado
tristísima y que a pesar del tiempo
Todavía recuerdo tus besos y esperando
que llegue el
momento para que se haga tarde más y que
a pesar del tiempo Todavía recuerdo tus
besos esperando que llegue el momento
para que se haga tarde
mals si te vas te vas Yo no iré detrás
créeme no voy a
buscarte y cuando quieras regresar Ojalá
no sea muy tarde si te vas te vas Yo no
iré detrás Y créeme no voy a
buscarte y cuando quieras regresar Ojalá
no sea muy Y si te vas Si te vas seguro
que no iré detrás Te juro que algún día
te
arrepentirás no vas a llorar creo en
lágrimas entonces tú decide y si te vas
Si te vas te guro que no iré detrás te
guro que algún día te
arrepentirás no vas a llorar no creo en
lágrimas entonces tú
decides yeah Si te vas te vas Yo no iré
detrás créeme no voy a
buscarte y cuando quieras regresar Ojalá
no sea muy tarde si te te vas Yo no iré
detrás Y créeme no voy a
buscarte y cuando quieras regresar Ojalá
no sea muy
tarde ye mamá y ojalá no sea muy
tarde no Ojalá no sea muy
tarde mamá Ojalá no sea muy
tarde
ojal no sea muy
[Aplausos]
tarde Hay una canción cuál cuál cuá Ed
no sabe que está preparada poquitico
pues por lo menos está medio preparada
medio preparada queos much pero ped está
preparado vino mucha
gente va les tengo primero un regalito
de una canción que yo ya sé cuál está
preparada es secretos la canción que le
escribí a rayon entonces cán tenla
conmigo pues cuando cuando Pedro de la
[Música]
orden así como
[Música]
ri la noche Al fin te trago a
mí yeah sé lo que has tomado Y por qué
estás
feliz todavía esperas Esa llamada
todavía estás
enamorada deberías quedarte
aquí puedo ser del que no te acordarás
mañana no sabrás lo que pasó en tu cama
de mi boca nunca va a salir
que yo sé que aunque F solo un nombre
esa noche gritas mi nombre las paredes
nada van a decir er lo que estaba
buscando el tiempo levaba esperando er
as que quería probarlo algo inalcanzable
que podía
imaginarlo Pero no no me gusta cuando
vienes más cuando
[Música]
puedo ser del que no te acordarás mañana
no hablá lo que pasó en tu cama de mi
boca nunca va a
salir que yo sé que aunque fiel solo un
nombre esa noche gritabas mi nombre las
paredes nada van a
decir
que no te acordarás mañana no habl lo
que pasó en tu cama de mi boca nunca va
a
salir que yo
sé que solo un nombre esa noche gritabas
mi
nombre
dec que tú tal vez sigues pensando en él
pero como
aqu
en que me volv esclavo de tus pesos sé
que tú tal vez sigues pensando en é pero
como
aqu ve que me esclavo de tus
[Música]
[Música]
pesos te trago a
mí sé lo que has tomado Y por qué estás
feliz yeah todavía esperas esta llamada
todavía estás
enamorada ustedes ustedes que les duena
más
[Música]
bonito
[Música]
grita mi nombre las paredes nada van a
[Música]
[Aplausos]
decir canto contigo
veng
conmigo cómo está bien
aliviadita Vamos saludos male saludos
por u Pedro está
pasteleando pero la tiene la
[Música]
tiene
[Música]
sí í la tiene sí s la tiene sí la tiene
y alguna vez tú te duermes pensando en
que yo te extraño baby tiene razón y
Escápate conmigo esta
noche modélame así tu recuerdo Todavía
vive en m
paseando por mi mente infeliz leyendo un
libro que no tiene
fin así que está noche paso en mi carro
dime tú en dónde nos encontramos yo robo
tu cuerpo y nos besamos si es un error
pues yo sé que tú eres mala y quieres
que alimentemos las ganas volvamos a
encender tú y yo la llama nos veremos
mañana andaremos como sin nada una
mentira en un cuento Si alguna vez tú te
duermes pensando en que yo te extraño
baby tiene razón y es Tápate conmigo
esta
noche Si alguna vez tú te duermes
pensando en que yo te extraño baby tiene
razón y Escápate conmigo esta
noche y la
tenías
y así me sienta solo di la verdad Quién
fue el que te enamoró siempre te cuidé
como un tesoro y es ca en la noche coge
tu celular Llámame Entonces yo llego a
rescatarte Yo sé que tú eres mala y
quieres que alimentemos las ganas
volvamos a encender tú y yo la llama nos
veremos mañana nos saludaremos como sin
nada Si alguna vez tú duermes pensando
en que yo te extraño baby tiene razón y
esate conmigo esta
noche Si alguna vez tú te duermes
pensando en que yo te extraño baby tiene
razón y Escápate conmigo esta
[Música]
noche loen quemar ropa todo Fe venga yo
quiero que Cantemos otra Vamos a cantar
otra vinieron H muy lejos sí lejos mucha
gente me dijo eso Porque tan
lejos Si es que lejitos para qué Morena
qué va quieren que Cantemos morena otra
vez o qué cantamos Yo soy de ustedes
hoy
morena agüita
primero
[Música]
me llegó un mensaje de
administración pero me hablaron me
acabaron de hablar de administración que
ya había que cerrar la
vuel mentiras eso eso también lo hicimos
nosotros y cán tenlo conmigo la vo a
hacer
[Música]
ahorita
di Dime para dónde va morena Te tengo
una propuesta buena conmigo olvidarás
tus penas no importa si tú
eres Te gusta enota en tu cara sería un
placer que me dejar y hablaramos
de no podemos
esconder morena dale con tu técnica que
yo tengo tu táctica te invitaré una
noche y será erótica en ese traje blanco
estás magnífica de la teoría vamos a la
Y si maana
tú quieres le salir bien tarde yo te
puedo llamar a nadie le tienes que
contar porque no empieza a arreglarte si
mañana tú quieres regresar y bien tarde
yo te puedo llamar a nadie le tienes que
contar porque no empieza y dime para
dónde va
morena Te tengo una propuesta buena
conmigo olvidarás tus
penas si tú eres ajena te gusta se nota
en tu cara sería un placer que me
dejaras y hablaramos de cosas malas no
podemos esconderlas gas y si me dices
para dónde va Yo te invito para donde
voy mor n sin pisa pero que no pase de
hoy Qué hay de malo en conocerte
hablarte un rato para luego Y si mañana
tú quieres regar inventar
yo te puedo llamar a nadie le tienes que
contar porque no empiezas Y si mañana tú
quieres regresar y bien tarde yo te
puedo llamar a nadie le tienes que
contar porque no empieza y dime para
dónde va morena Te tengo una propuesta
buena conmigo olvidarás tus penas no
importa si tú eres
ajena gusta se nota en tu cara sería un
placer que me dejaras y habláramos de
cosas malas no podemos esconderlas G y
si me
di y así como suena morena
y que yo te invito para dónde voy voy
Dime para dónde vas morena Te tengo una
propuesta buena conmigo olvidarás tus
no importa si tú eres ajena te gusta se
nota en tu cara sería un placer que me
dejarás y hablaramos de cosas malas no
podemos esconder las ganas dime parae va
morena Te tengo una propuesta buena
conmigo olvidarás tus penas no importas
si tú eres
alen Te gusta se nota en tu cara ser un
que me dejará y hablaramos de cosas
malas no podemos esconderlas gas Dime
para dónde vas
[Música]
[Aplausos]
[Música]
morena Sí señor sí señor que
sí bueno Y antes que nos despidamos yo
quiero que le demos un aplauso muy
grande a estas dos personas que están
acá conmigo a
Pedro que es un haragán
y a Nicolás que no le falta sino que le
suenen las orejas y
[Aplausos]
ya a ustedes a ustedes Muchísimas
gracias En
serio me les doy una Venia porque sin
ustedes esto no hubiera sido posible
Muchísimas gracias a todas las personas
que vinieron los quiero muchísimo de
verdad que esto es muy importante para
mí y espero que sigan viniendo cuando
hagamos
[Aplausos]
desconectados
otra cosa
que yo ya cumplí años pues ya no hay
[Música]
sorpresa
Ah
ya ya ustedes saben cuáles o todavía no
Cuáles
[Música]
pues no sabe sa es
esa no lo
sabe bueno También nosotros
Cantemos si necesit regetón Dale Sigue
bailando mami no pare Acércate a mi
pantalón Dale vamos a pegarnos como
animales si necesit regetón Dale Sigue
bailando mami no par Acércate a mi
pantalón Dale vamos a pegarnos como
animales
muévete a mi
[Música]
ritmo diciéndole que noy vene con
[Música]
Romanticismo todos somos iguales Te V
bonita con
tu si necesit regetón Dale sigue velando
mami no pare Acércate a mi pantalón Dale
vamos a pegarnos como animales si
necesitas regetón Dale sigue bando mami
no pare Acércate a mi pantalón Dale
vamos a pegarnos como
animales muchísimas gracias Dios los
bendiga Dios lo bendiga
Amén gracias aplausos para
[Aplausos]
ustedes
for"
YjoD4DkJMw4,"[Música]
a ti no te he visto
antes
lleno Yo sé que sabes
bastante Si ella supiera las cosas que
hacen le quisiera
yo tengo que encontrar la manera para
decirle que mi cama la espera Cuando
quiera y Si ella supiera las cosas que
hacen
quisiera yo tengo que encontrar la
manera para decirle que mi cama la
espera cuando se nos acaba el tiempo Y
se repite la historia tú te emborrachas
pierdes la memoria me quito con las
ganas seguimos siendo los fines de
semana tú siempre me LL llama es algo
tímida pero con par botellas cree que en
la discoteca nadie la conoce se hace la
loca culpando los tragos que trae se
vuelve loca motivando al
r ustedes Si ella supiera las cosas que
hacen la
quisiera yo tengo que encontrar la
manera para decirle que mi cama la
espera Cuando quiera y Si ella
supiera las cosas que hacen le
quisiera tengo que encontrar la manera
para decirle que mi cama lo espera
cuando quier siempre llego temprano
antesitos de las 12 Porque si llego
tarde es bien difícil que me te llevo
persiguiendo como 27 noches no me
conformo con cualquiera y más y más
todas las noches vas pidiendo más pero
tranquila no te va escapar no te
descuides tanto cuando estemos bailando
no te
frenes a ti Yo te he visto
antes y no yo sé que sabes
[Música]
bastante Si ella supiera las cosas que
hacen le
quisiera yo tengo que encontrar la
manera para decirle que mi cama la
espera Cuando quiera y Si ella supiera
las cosas que hacen la
quisiera yo tengo que encontrar la
manera para decirle que mi cama la
espera
Cuando
[Música]
quiera y así como suena que esto lo
hicimos para que baile la
nena Estamos
rompiendo dice dice dice
dice y así como suena esto lo hicimos
para que baile la
nena Estamos
rompiendo dice Dice dice
di
[Música]
[Aplausos]
ter"
hErT_2aWE60,
